Domain,Authors,Year,Title,Venue,VenueType,Citation,ResearchQuestion,SpaceTask,DependentMeasurePrimary,Scale,FoR,FoR_In_Task,PerformanceIfRestrictedFoR,Discussion_Notes,CoderName,PublishingLanguage,StudyNumber,TaskID,Country,SpecificLocation,LocationNotes,UrbanRural,UrbanRuralCertainty,Language,LanguageNotes,WALSCode,ISOCode,GlottologCode,CulturalGroup,CulturalGroupNotes,OverallNotes,PrivateNotes,GroupSampleSize,StudySampleSize,RepeatedParticipantsWithinStudy,FunRating
Space,"Bender, Beller, Bennardo",2010,"Temporal frames of reference: conceptual analysis and empirical evidence from German, English, Mandarin Chinese and Tongan",Journal of Cognition and Culture,Journal,"Bennardo, G., Beller, S., & Bender, A. (2010). Temporal frames of reference: Conceptual analysis and empirical evidence from German, English, Mandarin Chinese and Tongan. Journal of Cognition and Culture, 10(3-4), 283-307.",Do spatial conceptions of time include specific representations of the relative FoR,"Participants given a spatial prime of either ego-moving or object-moving, then asked time questions about past and present",LanguageProductionSpoken,small,both,ego/allo,,,Robbins,English,1,,Tonga,"Taufa'ahau Pilolevy College, Pangai",,urbans,2,Tongan,,tng,,,students,55 students,,,55,547,0,
Space,"Bender, Beller, Bennardo",2010,"Temporal frames of reference: conceptual analysis and empirical evidence from German, English, Mandarin Chinese and Tongan",Journal of Cognition and Culture,Journal,"Bennardo, G., Beller, S., & Bender, A. (2010). Temporal frames of reference: Conceptual analysis and empirical evidence from German, English, Mandarin Chinese and Tongan. Journal of Cognition and Culture, 10(3-4), 283-307.",Do spatial conceptions of time include specific representations of the relative FoR,"Participants given a spatial prime of either ego-moving or object-moving, then asked time questions about past and present",LanguageProductionSpoken,small,both,ego/allo,,Significant difference between the two groups of Tongans,Star-Lack,English,1,,Tonga,"Taufa'ahau Pilolevy College, Pangai",,urbans,2,Tongan,various villages,tng,,,non-students,64 non-students,,,65,547,0,
Space,Bohnemeyer,2011,Spatial frames of reference in Yucatec: Referential promiscuity and task-specificity,Language Sciences,Journal,"Bohnemeyer, J. (2011). Spatial frames of reference in Yucatec: Referential promiscuity and task-specificity. Language sciences, 33(6), 892-914.","How does referential promiscuity manifest in Yucatec Maya, and how does task moderate it",Pairs of participants describe the orientation of a ball and chair (B&C task) to idenitfy matching pictures,LanguageProductionSpoken,small,both,ego/allo,,"Object-centered and direct FoR are both prevalent, supporting the referential promiscuity of Yucatec",Star-Lack,English,1,a,Mexico,"Yaxley, Quintana Roo, Mexico","In experimenter's room rented in Yaxely, Mexico",urbans,2,Yucatec Maya,,yct,,,native bilingual and literate speakers,"5 men, 5 women",,,10,10,0,
Space,Bohnemeyer,2011,Spatial frames of reference in Yucatec: Referential promiscuity and task-specificity,Language Sciences,Journal,"Bohnemeyer, J. (2011). Spatial frames of reference in Yucatec: Referential promiscuity and task-specificity. Language sciences, 33(6), 892-914.","How does referential promiscuity manifest in Yucatec Maya, and how does task moderate it","Participants completed a version of the ""Animals-In-a-Row"" task with 180 degree rotation (New Animals task)",ObjectPlacement,small,allo,ego/allo,,participants preferred allocentric orientation,Star-Lack,English,1,b,Mexico,"Yaxley, Quintana Roo, Mexico","In experimenter's room rented in Yaxely, Mexico",urbans,2,Yucatec Maya,,yct,,,native bilingual and literate speakers,,,,16,16,0,
Space,"Bohnemeyer, Donelson, Tucker, Benedicto, Capistrán Garza, Eggleston, Hernández Green, de Jesús, Hernández Gómez, Herrera Castro O’Meara, Palancar, Pérez Báez, Polian, Romero Méndez",2014,The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Bohnemeyer, J.; Donelson, K.; Tucker, R.; Benedicto, E.; Garza, A. C; Eggleston, A., et al. (2014). The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study. Proceedings of the Annual Meeting of the Cognitive Science Society, 36.","What are the influences on FoR preference in language and non linguistic cognition in speakers of 11 linguistic varieties of Mexico, Nicaragua, and Spain?","Participants arranged figurines as they remember after turning 180 degrees (""Animals in a Row"" task.)",ObjectPlacement,small,allo,ego/allo,,"The only predictor variable that produced a significant effect in the models of the probability of egocentric reconstructions was writing. Topography played a marginally significant role. There was, however, no significant language effect. ",Ortega,English,2,,Mexico,"Chacoma, Mexico",,rural,2,Tseltal,,tzt,,,N/A,9 under 30 and 7 over 30yo. 9 male and 7 female,,"*This paper focused on modeling data and running various statistical analyses. Due to this, much information about participants and locations are left out. Results from study 1 (Ball & chair) are left out of coding due to lack of results and details.",17,17,0,
Space,"Bohnemeyer, Donelson, Tucker, Benedicto, Capistrán Garza, Eggleston, Hernández Green, de Jesús, Hernández Gómez, Herrera Castro O’Meara, Palancar, Pérez Báez, Polian, Romero Méndez",2014,The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Bohnemeyer, J.; Donelson, K.; Tucker, R.; Benedicto, E.; Garza, A. C; Eggleston, A., et al. (2014). The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study. Proceedings of the Annual Meeting of the Cognitive Science Society, 36.","What are the influences on FoR preference in language and non linguistic cognition in speakers of 11 linguistic varieties of Mexico, Nicaragua, and Spain?","Participants arranged figurines as they remember after turning 180 degrees (""Animals in a Row"" task.)",ObjectPlacement,small,allo,ego/allo,,"The only predictor variable that produced a significant effect in the models of the probability of egocentric reconstructions was writing. Topography played a marginally significant role. There was, however, no significant language effect. ",Ortega,English,2,,Mexico,"Yaxley, Quintana Roo, Mexico",,rural,3,Tseltal,,tzt,,,N/A,4 under 30 and 10 over 30yo. 7 male and 7 female,,"*This paper focused on modeling data and running various statistical analyses. Due to this, much information about participants and locations are left out. Results from study 1 (Ball & chair) are left out of coding due to lack of results and details.",14,14,0,
Space,"Bohnemeyer, Donelson, Tucker, Benedicto, Capistrán Garza, Eggleston, Hernández Green, de Jesús, Hernández Gómez, Herrera Castro O’Meara, Palancar, Pérez Báez, Polian, Romero Méndez",2014,The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Bohnemeyer, J.; Donelson, K.; Tucker, R.; Benedicto, E.; Garza, A. C; Eggleston, A., et al. (2014). The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study. Proceedings of the Annual Meeting of the Cognitive Science Society, 36.","What are the influences on FoR preference in language and non linguistic cognition in speakers of 11 linguistic varieties of Mexico, Nicaragua, and Spain?","Participants arranged figurines as they remember after turning 180 degrees (""Animals in a Row"" task.)",ObjectPlacement,small,allo,ego/allo,,"The only predictor variable that produced a significant effect in the models of the probability of egocentric reconstructions was writing. Topography played a marginally significant role. There was, however, no significant language effect. ",Ortega,English,2,,Mexico,"Felipe Carrillo Puerto, Quintana Roo, Mexico",,urbans,3,Yucatec,,,yua,yuca1254,N/A,over 30 and female,,"*This paper focused on modeling data and running various statistical analyses. Due to this, much information about participants and locations are left out. Results from study 1 (Ball & chair) are left out of coding due to lack of results and details.",1,1,0,
Space,"Bohnemeyer, Donelson, Tucker, Benedicto, Capistrán Garza, Eggleston, Hernández Green, de Jesús, Hernández Gómez, Herrera Castro O’Meara, Palancar, Pérez Báez, Polian, Romero Méndez",2014,The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Bohnemeyer, J.; Donelson, K.; Tucker, R.; Benedicto, E.; Garza, A. C; Eggleston, A., et al. (2014). The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study. Proceedings of the Annual Meeting of the Cognitive Science Society, 36.","What are the influences on FoR preference in language and non linguistic cognition in speakers of 11 linguistic varieties of Mexico, Nicaragua, and Spain?","Participants arranged figurines as they remember after turning 180 degrees (""Animals in a Row"" task.)",ObjectPlacement,small,allo,ego/allo,,"The only predictor variable that produced a significant effect in the models of the probability of egocentric reconstructions was writing. Topography played a marginally significant role. There was, however, no significant language effect.",Ortega,English,2,,Mexico,"Ayutla, Jalisco, Mexico",,urbans,2,Mixe,,mxx,,,N/A,4 under 30 and 8 over 30yo. 3 male and 9 female,,"*This paper focused on modeling data and running various statistical analyses. Due to this, much information about participants and locations are left out. Results from study 1 (Ball & chair) are left out of coding due to lack of results and details.",12,12,0,
Space,"Bohnemeyer, Donelson, Tucker, Benedicto, Capistrán Garza, Eggleston, Hernández Green, de Jesús, Hernández Gómez, Herrera Castro O’Meara, Palancar, Pérez Báez, Polian, Romero Méndez",2014,The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Bohnemeyer, J.; Donelson, K.; Tucker, R.; Benedicto, E.; Garza, A. C; Eggleston, A., et al. (2014). The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study. Proceedings of the Annual Meeting of the Cognitive Science Society, 36.","What are the influences on FoR preference in language and non linguistic cognition in speakers of 11 linguistic varieties of Mexico, Nicaragua, and Spain?","Participants arranged figurines as they remember after turning 180 degrees (""Animals in a Row"" task.)",ObjectPlacement,small,allo,ego/allo,,"The only predictor variable that produced a significant effect in the models of the probability of egocentric reconstructions was writing. Topography played a marginally significant role. There was, however, no significant language effect.",Ortega,English,2,,Mexico,"San Ildefonso Tultepec, Mexico",,rural,1,Otomi,,,oto,,N/A,"all over 30. 1 male, 4 female",,"*This paper focused on modeling data and running various statistical analyses. Due to this, much information about participants and locations are left out. Results from study 1 (Ball & chair) are left out of coding due to lack of results and details.",5,5,0,
Space,"Bohnemeyer, Donelson, Tucker, Benedicto, Capistrán Garza, Eggleston, Hernández Green, de Jesús, Hernández Gómez, Herrera Castro O’Meara, Palancar, Pérez Báez, Polian, Romero Méndez",2014,The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Bohnemeyer, J.; Donelson, K.; Tucker, R.; Benedicto, E.; Garza, A. C; Eggleston, A., et al. (2014). The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study. Proceedings of the Annual Meeting of the Cognitive Science Society, 36.","What are the influences on FoR preference in language and non linguistic cognition in speakers of 11 linguistic varieties of Mexico, Nicaragua, and Spain?","Participants arranged figurines as they remember after turning 180 degrees (""Animals in a Row"" task.)",ObjectPlacement,small,allo,ego/allo,,"The only predictor variable that produced a significant effect in the models of the probability of egocentric reconstructions was writing. Topography played a marginally significant role. There was, however, no significant language effect.",Ortega,English,2,,Mexico,"La Ventosa, Mexico",,rural,3,Zapotec,,zai,,,N/A,4 under 30 and 8 over 30yo. 3 male and 9 female,,"*This paper focused on modeling data and running various statistical analyses. Due to this, much information about participants and locations are left out. Results from study 1 (Ball & chair) are left out of coding due to lack of results and details.",12,12,0,
Space,"Bohnemeyer, Donelson, Tucker, Benedicto, Capistrán Garza, Eggleston, Hernández Green, de Jesús, Hernández Gómez, Herrera Castro O’Meara, Palancar, Pérez Báez, Polian, Romero Méndez",2014,The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Bohnemeyer, J.; Donelson, K.; Tucker, R.; Benedicto, E.; Garza, A. C; Eggleston, A., et al. (2014). The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study. Proceedings of the Annual Meeting of the Cognitive Science Society, 36.","What are the influences on FoR preference in language and non linguistic cognition in speakers of 11 linguistic varieties of Mexico, Nicaragua, and Spain?","Participants arranged figurines as they remember after turning 180 degrees (""Animals in a Row"" task.)",ObjectPlacement,small,allo,ego/allo,,"The only predictor variable that produced a significant effect in the models of the probability of egocentric reconstructions was writing. Topography played a marginally significant role. There was, however, no significant language effect.",Ortega,English,2,,Mexico,"Santa Fe de la Laguna, Mexico",,urbans,2,Ttarascan (Purépecha),,pur,,,N/A,7 under 30 and 9 over 30yo. 8 male and 8 female,,"*This paper focused on modeling data and running various statistical analyses. Due to this, much information about participants and locations are left out. Results from study 1 (Ball & chair) are left out of coding due to lack of results and details.",16,16,0,
Space,"Bohnemeyer, Donelson, Tucker, Benedicto, Capistrán Garza, Eggleston, Hernández Green, de Jesús, Hernández Gómez, Herrera Castro O’Meara, Palancar, Pérez Báez, Polian, Romero Méndez",2014,The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Bohnemeyer, J.; Donelson, K.; Tucker, R.; Benedicto, E.; Garza, A. C; Eggleston, A., et al. (2014). The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study. Proceedings of the Annual Meeting of the Cognitive Science Society, 36.","What are the influences on FoR preference in language and non linguistic cognition in speakers of 11 linguistic varieties of Mexico, Nicaragua, and Spain?","Participants arranged figurines as they remember after turning 180 degrees (""Animals in a Row"" task.)",ObjectPlacement,small,allo,ego/allo,,"The only predictor variable that produced a significant effect in the models of the probability of egocentric reconstructions was writing. Topography played a marginally significant role. There was, however, no significant language effect.",Ortega,English,2,,Mexico,"El Desemboque, Mexico",,rural,3,Seri,,ser,,,N/A,"both over 30. 1 male, 1 female",,"*This paper focused on modeling data and running various statistical analyses. Due to this, much information about participants and locations are left out. Results from study 1 (Ball & chair) are left out of coding due to lack of results and details.",2,2,0,
Space,"Bohnemeyer, Donelson, Tucker, Benedicto, Capistrán Garza, Eggleston, Hernández Green, de Jesús, Hernández Gómez, Herrera Castro O’Meara, Palancar, Pérez Báez, Polian, Romero Méndez",2014,The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Bohnemeyer, J.; Donelson, K.; Tucker, R.; Benedicto, E.; Garza, A. C; Eggleston, A., et al. (2014). The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study. Proceedings of the Annual Meeting of the Cognitive Science Society, 36.","What are the influences on FoR preference in language and non linguistic cognition in speakers of 11 linguistic varieties of Mexico, Nicaragua, and Spain?","Participants arranged figurines as they remember after turning 180 degrees (""Animals in a Row"" task.)",ObjectPlacement,small,allo,ego/allo,,"The only predictor variable that produced a significant effect in the models of the probability of egocentric reconstructions was writing. Topography played a marginally significant role. There was, however, no significant language effect.",Ortega,English,2,,Nicaragua,"Rosita, Nicaragua",,urbans,3,Sumu (Mayangna),,,yan,,N/A,4 under 30 and 6 over 30yo. 4 male and 6 female,,"*This paper focused on modeling data and running various statistical analyses. Due to this, much information about participants and locations are left out. Results from study 1 (Ball & chair) are left out of coding due to lack of results and details.",10,10,0,
Space,"Bohnemeyer, Donelson, Tucker, Benedicto, Capistrán Garza, Eggleston, Hernández Green, de Jesús, Hernández Gómez, Herrera Castro O’Meara, Palancar, Pérez Báez, Polian, Romero Méndez",2014,The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Bohnemeyer, J.; Donelson, K.; Tucker, R.; Benedicto, E.; Garza, A. C; Eggleston, A., et al. (2014). The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study. Proceedings of the Annual Meeting of the Cognitive Science Society, 36.","What are the influences on FoR preference in language and non linguistic cognition in speakers of 11 linguistic varieties of Mexico, Nicaragua, and Spain?","Participants arranged figurines as they remember after turning 180 degrees (""Animals in a Row"" task.)",ObjectPlacement,small,allo,ego/allo,,"The only predictor variable that produced a significant effect in the models of the probability of egocentric reconstructions was writing. Topography played a marginally significant role. There was, however, no significant language effect.",Ortega,English,2,,Mexico,,,urbans,3,Spanish (Mexican),,spa,,,N/A,5 under 30 and 6 over 30yo. 4 male and 7 female,,"*This paper focused on modeling data and running various statistical analyses. Due to this, much information about participants and locations are left out. Results from study 1 (Ball & chair) are left out of coding due to lack of results and details.",11,11,0,
Space,"Bohnemeyer, Donelson, Tucker, Benedicto, Capistrán Garza, Eggleston, Hernández Green, de Jesús, Hernández Gómez, Herrera Castro O’Meara, Palancar, Pérez Báez, Polian, Romero Méndez",2014,The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Bohnemeyer, J.; Donelson, K.; Tucker, R.; Benedicto, E.; Garza, A. C; Eggleston, A., et al. (2014). The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study. Proceedings of the Annual Meeting of the Cognitive Science Society, 36.","What are the influences on FoR preference in language and non linguistic cognition in speakers of 11 linguistic varieties of Mexico, Nicaragua, and Spain?","Participants arranged figurines as they remember after turning 180 degrees (""Animals in a Row"" task.)",ObjectPlacement,small,allo,ego/allo,,"The only predictor variable that produced a significant effect in the models of the probability of egocentric reconstructions was writing. Topography played a marginally significant role. There was, however, no significant language effect.",Ortega,English,2,,Nicaragua,"Rosita, Nicaragua",,urbans,3,Spanish (Nicaraguan),,spa,,,N/A,5 under 30 and 13 over 30yo. 4 male and 14 female,,"*This paper focused on modeling data and running various statistical analyses. Due to this, much information about participants and locations are left out. Results from study 1 (Ball & chair) are left out of coding due to lack of results and details.",18,18,0,
Space,"Bohnemeyer, Donelson, Tucker, Benedicto, Capistrán Garza, Eggleston, Hernández Green, de Jesús, Hernández Gómez, Herrera Castro O’Meara, Palancar, Pérez Báez, Polian, Romero Méndez",2014,The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study,Proceedings of the Annual Meeting of the Cognitive Science Society,Journal,"Bohnemeyer, J.; Donelson, K.; Tucker, R.; Benedicto, E.; Garza, A. C; Eggleston, A., et al. (2014). The Cultural Transmission of Spatial Cognition: Evidence from a Large-scale Study. Proceedings of the Annual Meeting of the Cognitive Science Society, 36.","What are the influences on FoR preference in language and non linguistic cognition in speakers of 11 linguistic varieties of Mexico, Nicaragua, and Spain?","Participants arranged figurines as they remember after turning 180 degrees (""Animals in a Row"" task.)",ObjectPlacement,small,ego,ego/allo,,"The only predictor variable that produced a significant effect in the models of the probability of egocentric reconstructions was writing. Topography played a marginally significant role. There was, however, no significant language effect.",Ortega,English,2,,Spain,"Barcelona, Spain",,urbanl,3,Spanish (European),,spa,,,N/A,6 under 30 and 4 over 30yo. 6 male and 4 female,,"*This paper focused on modeling data and running various statistical analyses. Due to this, much information about participants and locations are left out. Results from study 1 (Ball & chair) are left out of coding due to lack of results and details.",10,10,0,
Space,"Caffò, Lopez, Spano, Stasolla, Serino, Cipresso, Riva Bosco",2020,The differential effect of normal and pathological aging on egoventric and allocentric spatial memory in navigational and reaching space,Neurological Sciences,Journal,"Caffò, A. O., Lopez, A., Spano, G., Stasolla, F., Serino, S., Cipresso, P., & Bosco, A. (2020). The differential effect of normal and pathological aging on egocentric and allocentric spatial memory in navigational and reaching space. Neurological Sciences, 41, 1741-1749.","How does aging, gender, and cognitive disorders impact the retrieval and computation of familiar spatial knowledge",Participants asked to identify well-known landmarks on a map or route; asked to memorize positions and characteristics of objects,LanguageProductionSpoken,large,both,ego/allo,,MCI significantly lower performance in both ego- and allo-centric tasks than other groups,Star-Lack,English,1,,Italy,"Bari, Italy",,urbanl,3,Italian,,ita,,,elderly,"40 healthy  students, 40 healthy elderly, 40 elderly with SMC, 40 elderly with MCI",,,160,160,0,
Space,Capistran Garza,2011,Locative and orientation descriptions in Tarascan: Topological relations and frames of reference,Language Sciences,Journal,"Capistran Garza, A. (2011). Locative and orientation descriptions in Tarascan: Topological relations and frames of reference. Language Sciences, 33(6), 1006-1024.",What spatial FoRs are preferred by speakers of Tarascan for orientation and locative descriptions,Pairs of participants describe the orientation of a ball and chair (B&C task) to idenitfy matching pictures,LanguageProductionSpoken,small,allo,ego/allo,,"Participants preferred the geomorphic, landmark-based, and direct FoRs",Star-Lack,English,1,,Mexico,"Michoaćan, Mexico","Santa Fe de la Laguna, Michoacán, Mexico",urbans,3,Tarascan,,,,tara1323,Adult native speakers,"4 men, 6 women; varying sex, age, degree of bilingualism, and literacy level",Slight differences in preferences between speakers when the figure faced east/west vs north/south,,10,10,0,
Space,"Celik, Takubo, Núñez",2019,Spatial frames of reference in Miyako: Digging into Whorfian linguistic relativity,Japanese/Korean Linguistics,Conference Proceedings,"Celik, K., Takubo, Y., & Núñez, R. (2019). Spatial frames of reference in Miyako: Digging into Whorfian linguistic relativity. Japanese/Korean Linguistics, 25.",What spatial FoRs are preferred by speakers of Miyako,Pairs of participants communicated the spatial relationship of two objects to each other in order to create matching stimuli alignments,LanguageProductionSpoken,small,allo,ego/allo,,Miyako speakers speaking in Miyako preferred absolute FoR,Star-Lack,English,1,,Japan,"Miyako, Japan",,urbanl,3,Miyako,,,mvi,,Adult bilingual speakers,Miyako speakers completed task in Miyako,,,8,24,0,
Space,"Celik, Takubo, Núñez",2019,Spatial frames of reference in Miyako: Digging into Whorfian linguistic relativity,Japanese/Korean Linguistics,Conference Proceedings,"Celik, K., Takubo, Y., & Núñez, R. (2019). Spatial frames of reference in Miyako: Digging into Whorfian linguistic relativity. Japanese/Korean Linguistics, 25.",What spatial FoRs are preferred by speakers of Miyako,Pairs of participants communicated the spatial relationship of two objects to each other in order to create matching stimuli alignments,LanguageProductionSpoken,Bilinguals speaking in Miyako preferred relative FoR,ego,ego/allo,,,Star-Lack,English,1,,Japan,"Miyako, Japan",,urbanl,3,Miyako,,,mvi,,Adult bilingual speakers,Miyako speakers completed task in Japanese,,,8,24,0,
Space,"Celik, Takubo, Núñez",2019,Spatial frames of reference in Miyako: Digging into Whorfian linguistic relativity,Japanese/Korean Linguistics,Conference Proceedings,"Celik, K., Takubo, Y., & Núñez, R. (2019). Spatial frames of reference in Miyako: Digging into Whorfian linguistic relativity. Japanese/Korean Linguistics, 25.",What spatial FoRs are preferred by speakers of Miyako,Pairs of participants communicated the spatial relationship of two objects to each other in order to create matching array of objects,LanguageProductionSpoken,small,ego,ego/allo,,Japanese speakers preferred relative FoR,Star-Lack,English,1,,Japan,"Tokyo, Japan",,urbanl,3,Japanese,,jpn,,,Adult native monolingual speakers,Japanese monolinguals completed task in Japanese,,,8,24,0,
Space,Cerqueglini,2015,Spatial frames of reference in tranditional Negev Arabic: language-to-cognition correlation,Cognitive Processing,Journal,"Cerqueglini, L. (2015). Spatial frames of reference in traditional Negev Arabic: Language-to-cognition correlation. Cognitive Processing, 16(1), 185-188.",Do speakers of Traditional Negev Arabic have preferences for spatial FoRs,Participants asked to reconstruct a given spatial array after 180 degree rotation,ObjectPlacement,small,allo,ego/allo,,Almost 100% usage of absolute FoR,Star-Lack,English,1,,Israel,"Negev desert, Israel",,rural,1,Traditional Negev Arabic,,arv,,,Elderly native speakers,"15 men, 15 women",,,30,30,0,
Space,"Dasen, Changkakoti, Abbiati, Niraula, Mishra",2009,Geocentric gestures as a research tool,Proceedings from the 18th International Congress of the international Associaiton for Cross-Cultural Psychology,Conference Proceedings,"Dasen, P. R., Changkakoti, N., Abbiati, M., Niraula, S., Mishra, R. C., & Foy, H. (2009). Geocentric gestures as a research tool. In G. Aikaterini & K. Myonas (Eds.), Quod Erat Demonstrandum: From Herodotus' ethnographic journeys to cross-cultural research: Proceedings from the 18th International Congress of the International Association for Cross-Cultural Psychology.",Do Nepali speakers' gestures indicate their deictics as allocentric,Participants described the spatial relationship between three items in a table top display with 180 degree rotation (perspectives task),LanguageProductionSpoken + GestureSpontaneous,small,allo,ego/allo,,Participants preferred geocentric and deictic descriptions and allocentric gestures regardless of FoR,Star-Lack,English,1,,Nepal,"Kathmandu, Nepal",,urbanl,3,Nepali,,nep,,,English-medium school children ages 4-12,,,,34,234,0,
Space,"Dasen, Changkakoti, Abbiati, Niraula, Mishra",2009,Geocentric gestures as a research tool,Proceedings from the 18th International Congress of the international Associaiton for Cross-Cultural Psychology,Conference Proceedings,"Dasen, P. R., Changkakoti, N., Abbiati, M., Niraula, S., Mishra, R. C., & Foy, H. (2009). Geocentric gestures as a research tool. In G. Aikaterini & K. Myonas (Eds.), Quod Erat Demonstrandum: From Herodotus' ethnographic journeys to cross-cultural research: Proceedings from the 18th International Congress of the International Association for Cross-Cultural Psychology.",Do Nepali speakers' gestures indicate their deictics as allocentric,Participants described the spatial relationship between three items in a table top display with 180 degree rotation (perspectives task),LanguageProductionSpoken + GestureSpontaneous,small,allo,ego/allo,,Participants preferred geocentric and deictic descriptions and allocentric gestures regardless of FoR,Star-Lack,English,1,,Nepal,"Kathmandu, Nepal",,urbanl,3,Nepali,,nep,,,Nepali-medium school children ages 4-12,,,,200,234,0,
Space,"Dobnik, Kelleher, Howes",2020,Local alignment of frame of reference assignment in English and Swedish dialogue,Proceedings from Spatial Cognition XII: Lecture Notes in Artificial Intelligence,Conference Proceedings,"Dobnik, S., Kelleher, J. D., & Howes, C. (2020). Local Alignment of Frame of Reference Assignment in English and Swedish Dialogue. In J. Škilters, N. Newcombe, & D. Uttal (Eds.), Spatial Cognition XII: Lecture Notes in Artificial Intelligence, 12162 (pp. 251–267). Springer. https://doi.org/https://doi.org/10.10007/978-3-030-57983-8",How do people use and shift between FoR in free dialogue,Participants viewed virtual image and asked to communicate placement of missing items to dialogue partner,LanguageProductionWritten,small,both,ego/allo,,No baseline preference for a specific FoR,Star-Lack,English,1,,Sweden,Gothenburg University,,urbanl,3,Swedish,,swe,,,students,8 native speakers,,,8,8,0,
Space,Edmonds-Wathen,2011,What comes before?: Understanding spatial frames of reference in Iwaidja,Proceedings of the ICMI Study 21 Conference: Mathematics and language diversity,Conference Proceedings,"Edmond-Wathen, C. (2011). What comes before?: Understanding spatial reference in Iwaidja. In M. Setati, T. Nkambule, L. Goosen (Eds.), Proceedngs of the ICMI Study 21 Conference: Mathematics and language diversity (pp. 89-97). Sāo Paolo, Brazil: ICMI",What are Iwaidja speakers' preferences for FoR?,"Participants completed the ""Man and Tree"" game of describing the spatial relationship of the two subjects",LanguageProductionSpoken,small,allo,ego/allo,,,Star-Lack,English,1,,Australia,North West Arnhem Land,,rural,1,Iwaidja,,iwa,,,teachers and teacher assistants,"5 teachers, 5 TAs; non-Indigenous people teaching Indigenous children",,,10,10,0,
Space,"Eggleston, Benedicto, Balna",2011,Spatial frames of reference in Sumu-Mayangna,Language Sciences,Journal,"Eggleston, A., Benedicto, E., & Balna, M. Y. (2011). Spatial frames of reference in Sumu-Mayangna. Language Sciences, 33(6), 1047-1072.",What spatial FoRs are preferred by speakers of Sumu-Mayangna,Pairs of participants describe the orientation of a ball and chair (B&C task) to idenitfy matching pictures,LanguageProductionSpoken,small,allo,ego/allo,,"Participants preferred direct and intrinsic FoRs specifically, but allocentric FoR still in the majority",Star-Lack,English,1,a,Nicaragua,"Las Minas, Nicaragua",,rural/urbans,2,Sumu-Mayangna,,,yan,,adult speakers,,Found that almost exclusively older participants used the absolute FoR and also found that the absolute FoR was restricted to east/west axis alignment,,10,24,0,
Space,"Eggleston, Benedicto, Balna",2011,Spatial frames of reference in Sumu-Mayangna,Language Sciences,Journal,"Eggleston, A., Benedicto, E., & Balna, M. Y. (2011). Spatial frames of reference in Sumu-Mayangna. Language Sciences, 33(6), 1047-1072.",What spatial FoRs are preferred by speakers of Sumu-Mayangna,"Participants completed a version of the ""Animals-In-a-Row"" task with 180 degree rotation (New Animals task)",ObjectPlacement,small,allo,ego/allo,,"Participants preffered absolute, landmark-based, and direct FoR strategies for east/west axis",Star-Lack,English,1,b,Nicaragua,"Las Minas, Nicaragua",,rural/urbans,2,Sumu-Mayangna,,,yan,,adult speakers,"5 men, 9 women",,,14,24,6,
